GouldNumber,OriginalSubject,BaseFilename,FullFileName,Bird_1_GenusOnPiece,Bird_1_SpeciesOnPiece,Bird_1_CommonNameOnPiece,Bird_1_DateCreated,Bird_1_Medium,SubjectNote,Support,Artists-original,Artists,NamedArtists-original,NamedArtists,Book-ed,Book,Edition,Part,PlateNumber,SecondBook,SecondPart,SecondPlateNumber,PublicationNote,OriginalNoteworthyNote,OriginalNote,ArtistNote,GeneralNote,Size,ContentNote,PhysicalConditionNote,Bird_2_GenusOnPiece,Bird_2_SpeciesOnPiece,Bird_2_CommonNameOnPiece
952,Pteroglossus nattereri; Selenidera nattereri,ksrl_sc_gould_0952,ksrl_sc_gould_0952.tif,Pteroglossus,nattereri,,,"pencil, ink, and watercolor paint on paper",Pteroglossus nattereri; Selenidera nattereri,,,,JG;EG,JG;EG,TR_1,TR,1,1,25,RA,2,34,,,"Reference painting [of no distinction]; body and head, with second bill form to replace first; extensive notes on form, color and measurements; mention of ""Jean Natterer"" and ""Pteroglossus nattererii,"" which, added to the black markings on the bill, echoed in the published plate, seem to indicate that the drawing was used in connection with I Touc. (in II Touc. those markings are green).  Irregularly torn, ca. 37 x 28cm.",,,37 x 28cm,"Reference painting [of no distinction]; body and head, with second bill form to replace first; extensive notes on form, color and measurements; mention of ""Jean Natterer"" and ""Pteroglossus nattererii,"" which, added to the black markings on the bill, echoed in the published plate, seem to indicate that the drawing was used in connection with the first edition of the Monograph of the Ramphastidae, or family of toucans.(in the second edition those markings are green).",Irregularly torn,Selenidera,nattereri,
2373,"Sericornis frontatis, S. humilis,  S. osculans, S. maculatus.  (eggs)",ksrl_sc_gould_2373,ksrl_sc_gould_2373.tif,Sericornis,frontatis,,,,1. Sericornis frontatis.  2. S. humilis.  3. S. osculans.  4. S. maculatus.  (eggs),,,,,,,,,,,,,,Unpublished,,"See general Notes at Gould 2296.  Uncolored litho print of 5 small eggs. Identical to Gould 2374.  A drawing in the Mitchell Library, Sydney, bears in pencil the binomial used for this print.  Previously cited as GCS O-78, and so marked in pencil on reverse.  Gift of Dr. Gordon C. Sauer.",,See General Notes at Gould 2296.,,"Uncolored litho print of 5 small eggs. Identical to Gould 2374.  A drawing in the Mitchell Library, Sydney, bears in pencil the binomial used for this print.  Previously cited as GCS O-78, and so marked in pencil on reverse.",,Sericornis,humilis,
2374,"Sericornis frontatis, S. humilis,  S. osculans, S. maculatus.  (eggs)",ksrl_sc_gould_2374,ksrl_sc_gould_2374.tif,Sericornis,frontatis,,,,1. Sericornis frontatis.  2. S. humilis.  3. S. osculans.  4. S. maculatus.  (eggs),,,,,,,,,,,,,,Unpublished,,"See general Notes at Gould 2296.  Uncolored litho print of 5 small eggs. Identical to Gould 2373.  A drawing in the Mitchell Library, Sydney, bears in pencil the binomial used for this print.  Previously cited as GCS O-79, and so marked in pencil on reverse.  Gift of Dr. Gordon C. Sauer.",,See General Notes at Gould 2296.,,"Uncolored litho print of 5 small eggs. Identical to Gould 2373.  A drawing in the Mitchell Library, Sydney, bears in pencil the binomial used for this print.  Previously cited as GCS O-79, and so marked in pencil on reverse.",,Sericornis,humilis,
2352,"Strepera arguta, S. anaphonensis  (eggs)",ksrl_sc_gould_2352,ksrl_sc_gould_2352.tif,Strepera,arguta,,,,1. Strepera arguta.  2. S. anaphonensis  (eggs),,,,,,,,,,,,,,Unpublished,,"See general Notes at Gould 2296.  Uncolored litho print of 4 eggs. Identical to Gould 2353.  A drawing in the Mitchell Library, Sydney, bears in pencil the binomials used for this print.  Previously cited as GCS O-57, and so marked in pencil on reverse.  Gift of Dr. Gordon C. Sauer.",,See General Notes at Gould 2296.,,"Uncolored litho print of 4 eggs. Identical to Gould 2353.  A drawing in the Mitchell Library, Sydney, bears in pencil the binomials used for this print.  Previously cited as GCS O-57, and so marked in pencil on reverse.",,Strepera,anaphonensis,
2353,"Strepera arguta, S. anaphonensis  (eggs)",ksrl_sc_gould_2353,ksrl_sc_gould_2353.tif,Strepera,arguta,,,,1. Strepera arguta.  2. S. anaphonensis  (eggs),,,,,,,,,,,,,,Unpublished,,"See general Notes at Gould 2296.  Uncolored litho print of 4 eggs. Identical to Gould 2352.  A drawing in the Mitchell Library, Sydney, bears in pencil the binomial used for this print.  Previously cited as GCS O-58, and so marked in pencil on reverse.  Gift of Dr. Gordon C. Sauer.",,See General Notes at Gould 2296.,,"Uncolored litho print of 4 eggs. Identical to Gould 2352.  A drawing in the Mitchell Library, Sydney, bears in pencil the binomials used for this print.  Previously cited as GCS O-58, and so marked in pencil on reverse.",,Strepera,anaphonensis,
1009,Zosterops uropygialis,ksrl_sc_gould_1009,ksrl_sc_gould_1009.tif,Zosterops,uropygialis,,1885,pencil and watercolor paint on paper,Zosterops uropygialis,,H,H,H,H,NG_1,NG,1,3,58,,,,,,"Very finished painting; note on color and one on form; large number 19 (cf. Gould 1007). Title in pencil by Sotheran, bookseller.  Reverse: ""1544 / 3/3/-  19 / 3288"" (Sotheran: see Gould 969).  FS.",,"""1544 / 3/3/-  19 / 3288"" on other side (Sotheran: see Gould 969).",,"Very finished painting; note on color and one on form; large number 19 (cf. Gould 1007). Title in pencil by Sotheran, bookseller.",Full sheet,,,
91,Zosterops strenuus,ksrl_sc_gould_0091,ksrl_sc_gould_0091.tif,Zosterops,strenuus,,1855,pencil and watercolor paint on paper,Zosterops strenuus,,R,R,G;R,JG;R,AU_1,AU,1S,1,48,,,,,,"Pencil rendering, birds well finished, part of the plant very well finished, with color. ""Metrosideros robusta"" (plant]. Reverse: ""148"".  FS",,"""148""  on other side.",,"Pencil rendering, birds well finished, part of the plant very well finished, with color. ""Metrosideros robusta"" (plant].",Full sheet,,,
986,Zosterops sp. [?],ksrl_sc_gould_0986,ksrl_sc_gould_0986.tif,,,,,"pencil, watercolor paint, chalk, charcoal, and pastel on paper",Zosterops sp. ?,,H,H,,,,,,,,,,,Unpublished,,"Very finished painting; marks calling for change in bodies of both birds; ""not on stone / ? Asia, New Guinea / ?Zosterops / 3/3/-"" (apparently Sotheran notes); the drawing does not match any Zosterops in the Sharpe list.  FS.",,,,"Very finished painting; marks calling for change in bodies of both birds; ""not on stone / ? Asia, New Guinea / ?Zosterops / 3/3/-"" (apparently Sotheran notes); the drawing does not match any Zosterops in  Sharpe's Index.",Full sheet,,,
1994,Zosterops simplex,ksrl_sc_gould_1994,ksrl_sc_gould_1994.tif,Zosterops,simplex,,1871-03 1,pencil on paper,Zosterops simplex,tissue,G;R,JG;R,G;R,JG;R,AS_1,AS,1,2,34,,,,,Birds drawn by John Gould.,"Tracing on tissue.  Fine tracing of the nest and its supporting vegetation, with the 2 birds drawn over it in heavy black pencil by Gould and one of the leaves scribbled over, apparently to indicate needed change.  Reversed on the stone.",,,,"Tracing on tissue.  Fine tracing of the nest and its supporting vegetation, with the 2 birds drawn over it in heavy black pencil by Gould. One of the leaves is scribbled over, apparently to indicate needed change.  Reversed on the stone.",,,,
1395,Zosterops luteus,ksrl_sc_gould_1395,ksrl_sc_gould_1395.tif,Zosterops,luteus,,1843,pencil and ink on paper,Zosterops luteus,,R,R,G;R,JG;R,AU_1,AU,1,4,83,,,,,,"Two trimmed drawings (each showing only one bird) patched to make them rectangular, mounted on standard leaf; drawings quite well finished; rough lines to suggest background, in black ink.  Assembled on the page in a rising diagonal from left to right, but used falling in the published plate.  See general notes at Gould 1287.",,See General Notes at Gould 1287.,,"Two trimmed drawings (each showing only one bird) ; drawings quite well finished; rough lines to suggest background, in black ink.  The birds are assembled on the page in a rising diagonal from left to right, but form a falling diagonal in the published plate.","Drawings patched to make them rectangular, then mounted on standard leaf.",,,
1069,Zosterops longirostris,ksrl_sc_gould_1069,ksrl_sc_gould_1069.tif,Zosterops,longirostris,,1884,pencil and watercolor paint on paper,Zosterops longirostris,,H,H,H,H,NG_1,NG,1,3,61,,,,,,"Very finished painting; several notes erased; at foot of sheet ""17"" (fascicle number).  Reverse: ""1543  /  4/14/6  /  19  /  3287"" (Sotheran: see Gould 0969).   FS.",,"""1543  /  4/14/6  /  19  /  3287"" on other side  (Sotheran: see Gould 0969).",,"Very finished painting; several notes erased; at foot of sheet ""17"" (fascicle number).",Full sheet,,,
1044,Zosterops fuscifrons,ksrl_sc_gould_1044,ksrl_sc_gould_1044.tif,Zosterops,fuscifrons,,1884,pencil and watercolor paint on paper,Zosterops fuscifrons,,H,H,H,H,NG_1,NG,1,3,60,,,,,,"Very finished painting.  Reverse: ""1542  /  2/2/-  /  19  / 3286"" (Sotheran: see Gould 0969).   FS.",," ""1542  /  2/2/-  /  19  / 3286""   on other side (Sotheran: see Gould 0969).",,Very finished painting.,Full sheet,,,
1394,Zosterops chloronotus,ksrl_sc_gould_1394,ksrl_sc_gould_1394.tif,Zosterops,chloronotus,,1843,pencil on paper,Zosterops chloronotus,,R,R,G;R,JG;R,AU_1,AU,1,4,82,,,,,,"Irregularly trimmed drawing (8 x 11 cm), showing only the birds, mounted on small sheet of paper and then on the standard leaf; birds quite well finished..  Reversed on the stone.  See general notes at Gould 1287.",,See General Notes at Gould 1287.,,"Irregularly trimmed drawing (8 x 11 cm), showing only the birds; birds quite well finished.  Reversed on the stone.",Mounted on a small sheet of paper and then on the standard leaf.,,,
1007,Zosterops brunneicauda,ksrl_sc_gould_1007,ksrl_sc_gould_1007.tif,Zosterops,brunneicauda,,1885,pencil and watercolor paint on paper,Zosterops brunneicauda,,H,H,H,H,NG_1,NG,1,3,59,,,,,,"Well finished painting; at foot: ""Streaked head [?]""; large number 19 (either fascicle or catalogue number). Title in pencil by Sotheran, bookseller.  Reverse: ""1541  3/3/-  19 3285"" (Sotheran: see Gould 0969); monetary calculation.  FS.",,"""1541  3/3/-  19 3285"" on other side (Sotheran: see Gould 0969); monetary calculation.",,"Well finished painting; at foot: ""Streaked head [?]""; large number 19 (either fascicle or catalogue number). Title in pencil by Sotheran, bookseller.",Full sheet,,,
2201,Zoothera monticola,ksrl_sc_gould_2201,ksrl_sc_gould_2201.tif,Zoothera,monticola,,1831-1833,,Zoothera monticola,,EG,EG,EG,EG,HM_1,HM,1,1,22,,,,,,Colored litho print.  See Notes to Gould 2179.,,See Notes to Gould 2179.,,Colored litho print.,,,,
1687,Zodalia ortoni,ksrl_sc_gould_1687,ksrl_sc_gould_1687.tif,Zodalia,ortoni,,1880,pencil on paper,Zodalia ortoni,tissue,H,H,G;H,JG;H,HB_1,HB,1S,1,38,,,,,,Drawing on tissue; numerous changes in birds and plants in published plate.  Reversed on the stone.,,,,Drawing on tissue; numerous changes in birds and plants in published plate.  Reversed on the stone.,,,,
600,Yunx torquilla,ksrl_sc_gould_0600,ksrl_sc_gould_0600.tif,Yunx,torquilla,,1862,pencil on paper,Yunx torquilla,,R,R,G;R,JG;R,GB_1,GB,1,3,76,,,,,,"Layout drawing, birds well finished; 2 notes on form; list of parts and their colors.  Title in pencil by Sotheran, bookseller.  43 x 38cm.",,,43 x 38cm,"Layout drawing, birds well finished; 2 notes on form; list of parts and their colors.  Title in pencil by Sotheran, bookseller",,,,
0771a,Yunix torquilla,ksrl_sc_gould_0771a,ksrl_sc_gould_0771.tif,Yunix,torquilla,,1862,pencil on paper,Yunix torquilla,,R,R,G;R,JG;R,GB_1,GB,1,3,76,,,,,,"Litho proof, used as vehicle for Gould's 8 notes on color, and changes in composition; none of the changes called for by Gould seem to have been incorporated in the published plate; in margin: caricature of  Menura alberti in flight?  Title in pencil by Sotheran, bookseller. Reverse: uncolored litho print of Eucephala grayi.  FS.",,See also image on other side.,,"Litho proof, used as vehicle for Gould's 8 notes on color, and changes in composition; none of the changes called for by Gould seem to have been incorporated in the published plate; in margin: caricature of  Menura alberti in flight?  Title in pencil by Sotheran, bookseller.",Full sheet,,,
1879,Yuhina diademata,ksrl_sc_gould_1879,ksrl_sc_gould_1879.tif,Yuhina,diademata,,1872-03,pencil on paper,Yuhina diademata,tissue,R,R,G;R,JG;R,AS_1,AS,1,3,64,,,,,,Tracing on tissue; graphited on reverse,,Graphited on other side.,,Tracing on tissue,,,,
0540a,Xiphoramphus superciliarus,ksrl_sc_gould_0540a,ksrl_sc_gould_0540.tif,Xiphoramphus,superciliarus,,1857-05,pencil on paper,Xiphoramphus superciliarus,,R,R,G;R,JG;R,AS_1,AS,1,3,34,,,,,,"Layout drawing; 4 notes on color and form; ""Indian""; large letter C.  Reverse: untitled litho. proof of Lafresnya gayi.  FS.",,See also image on other side.,,"Layout drawing; 4 notes on color and form; ""Indian""; large letter C.",Full sheet,,,
0089a,Xiphoramphus superciliaris,ksrl_sc_gould_0089a,ksrl_sc_gould_0089.tif,Xiphoramphus,superciliaris,,1857-05,pencil and watercolor paint on paper,Xiphoramphus superciliaris,,G;R,JG;R,G;R,JG;R,AS_1,AS,1,3,34,,,,,,"Gould's sketch lightly worked up by Richter.  Title in pencil by Sotheran, bookseller. Reverse: uncolored litho print of Garrulus bispecularis, for Century; ""146"".  Sheet trimmed to ca. 40 x 32cm.",Gould's sketch lightly worked up by Richter.,See also image on other side.,44 x 32 cm,"Title in pencil by Sotheran, bookseller.",Sheet trimmed; 2 corners torn off.,,,
2065,Xerophila pectoralis,ksrl_sc_gould_2065,ksrl_sc_gould_2065.tif,Xerophila,pectoralis,,1875,pencil on paper,Xerophila pectoralis,tissue,H,H,G;H,JG;H,NG_1,NG,1,3,27,,,,,Relationship to 2064,"Fine tracing on tissue, developed from Gould 2054; graphited on reverse.",,Graphited on other side.,,"Fine tracing on tissue, developed from Gould 2054.",,,,
2064,Xerophila pectoralis,ksrl_sc_gould_2064,ksrl_sc_gould_2064.tif,Xerophila,pectoralis,,1875,pencil on paper,Xerophila pectoralis,tissue,H,H,G;H,JG;H,NG_1,NG,1,3,27,,,,,Relationship to 2064,Early tracing on tissue; graphited on reverse.,,Graphited on other side.,,Early tracing on tissue.,,,,
1070,Xerophila pectoralis,ksrl_sc_gould_1070,ksrl_sc_gould_1070.tif,Xerophila,pectoralis,,1875,"pencil, watercolor paint, chalk, charcoal, and pastel on paper",Xerophila pectoralis,,H,H,G;H,JG;H,NG_1,NG,1,3,27,,,,,,"Very finished painting; at head of sheet: ""Annals vol. 8  4th Series p.192.""   Minor change in foliage in published plate.  Reverse: ""1549  / 4/4/-  /  19  /  3293"" (Sotheran: see Gould 969).   FS.",,"""1549  / 4/4/-  /  19  /  3293""  on other side  (Sotheran: see Gould 0969).",,"Very finished painting; at head of sheet: ""Annals vol. 8  4th Series p.192.""   Minor change in foliage in published plate.",Full sheet,,,
0201b,Xerophila leucopsis,ksrl_sc_gould_0201b,ksrl_sc_gould_0201v.tif,Xerophila,leucopsis,,,,Xerophila leucopsis,,,R,,,,,,,,,,,,,"Layout drawing, birds well finished; corrections.   Reverse: uncolored litho print of Xerophila leucopsis.    Sheet trimmed to 48cm, with 2 corners torn off at top, one large.",,See also image on other side.,48cm,Uncolored litho print of Xerophila leucopsis," Sheet trimmed, with 2 corners torn off at top, one large.",,,
0200b,Xerophila leucopsis,ksrl_sc_gould_0200b,ksrl_sc_gould_0200v.tif,Xerophila,leucopsis,,,,Xerophila leucopsis,,,R,,,,,,,,,,,,,"Conceptual sketch; birds, and plant composition, very like Topaza pyra (HB II: 67), with young bird in nest in almost exactly the same pose.  Reverse: uncolored litho print of Xerophila leucopsis.  FS",,See also image on other side.,,Uncolored litho print of Xerophila leucopsis.,Full sheet,,,
1232b,Xerophila leucopsis,ksrl_sc_gould_1232b,ksrl_sc_gould_1232v.tif,Xerophila,leucopsis,,,,Xerophila leucopsis,,,,,,,,,,,,,,,,"Layout drawing, birds well finished; 6 notes on form.   Reverse: uncolored litho print of Xerophila leucopsis.  FS.",,See also image on other side.,,Uncolored litho print of Xerophila leucopsis,Full sheet,,,
1480b,Xerophila leucopsis,ksrl_sc_gould_1480b,ksrl_sc_gould_1480v.tif,Xerophila,leucopsis,,,,Xerophila leucopsis,,,,,,,,,,,,,,,,Birds well drawn.  Reverse: uncolored litho print of Xerophila leucopsis.  See general notes at Gould 1287.,,See General Notes at Gould 1287 and 1410a. See also image on other side.,,Uncolored litho print of Xerophila leucopsis,Leaf made up to rectangle by corner addition; small tear at top edge mended this side.,,,
1496b,Xerophila leucopsis,ksrl_sc_gould_1496b,ksrl_sc_gould_1496v.tif,Xerophila,leucopsis,,,,Xerophila leucopsis,,,,,,,,,,,,,,,,"Birds fairly well drawn, perhaps by Mrs. Gould, with very heavy defrining and correcting lines added by John Gould.   Reverse: uncolored litho print of Xerophila leucopsis.  See general notes at Gould 1287.",,See General Notes at Gould 1287 and 1410a. See also image on other side.,,Uncolored litho print of Xerophila leucopsis.,Crease of horizontal center fold evident on this side.,,,
0665b,Xerophila leucopsis,ksrl_sc_gould_0665b,ksrl_sc_gould_0665v.tif,Xerophila,leucopsis,,,,Xerophila leucopsis,,,,,,,,,,,,,,,,"Quick sketches of head and  feet, both close to life-size; identification not completely certain.  Reverse: uncolored litho print of Xerophila leucopsis.  FS.",,See also image on other side.,,Uncolored proof litho proof of Xerophila leucopsis.,Full sheet,,,
